product_id,listing_id,market,price,sku,grade_code
f09af709-bf95-43ca-9193-bcfaa723e78a,985540,fr-fr,602.00,,DIAMOND
f09af709-bf95-43ca-9193-bcfaa723e78a,985539,fr-fr,571.00,,PLATINUM
f1b2827a-1260-46a2-adf2-a68fb917f7fb,985537,fr-fr,536.00,,DIAMOND
f1b2827a-1260-46a2-adf2-a68fb917f7fb,985536,fr-fr,516.00,,PLATINUM
f07cde7f-1863-4f4c-a9c7-5ea468b7ed04,985535,fr-fr,140.00,,GOLD
f07cde7f-1863-4f4c-a9c7-5ea468b7ed04,985534,fr-fr,1353.00,,PLATINUM
f07cde7f-1863-4f4c-a9c7-5ea468b7ed04,985533,fr-fr,1453.00,,DIAMOND
f18cff16-ad6c-4124-a967-976c0d21af3a,985532,fr-fr,557.00,,PLATINUM
f18cff16-ad6c-4124-a967-976c0d21af3a,985530,fr-fr,577.00,,DIAMOND
eea3edd4-15e1-4462-9cb6-955a4d83ee98,985529,fr-fr,607.00,,PLATINUM
eea3edd4-15e1-4462-9cb6-955a4d83ee98,985528,fr-fr,300.00,,GOLD
eea3edd4-15e1-4462-9cb6-955a4d83ee98,985527,fr-fr,657.00,,DIAMOND
ee9f24fb-0bef-4b8e-b1d6-a97d8963aa77,985526,fr-fr,500.00,,GOLD
ee9f24fb-0bef-4b8e-b1d6-a97d8963aa77,985525,fr-fr,1108.00,,PLATINUM
ee9f24fb-0bef-4b8e-b1d6-a97d8963aa77,985524,fr-fr,1207.00,,DIAMOND
ee64f8f7-a881-46c0-80fa-78c478ac06a8,985523,fr-fr,528.00,,PLATINUM
ee64f8f7-a881-46c0-80fa-78c478ac06a8,985521,fr-fr,589.00,,DIAMOND
ee28c42f-482c-4c2f-907d-a8979f3787ee,985520,fr-fr,649.00,,DIAMOND
ee28c42f-482c-4c2f-907d-a8979f3787ee,985519,fr-fr,627.00,,PLATINUM
ee28c42f-482c-4c2f-907d-a8979f3787ee,985518,fr-fr,218.00,,GOLD
ed59f5fd-45d7-4682-a546-9b005fc34690,985517,fr-fr,420.00,,DIAMOND
ed59f5fd-45d7-4682-a546-9b005fc34690,985516,fr-fr,290.00,,GOLD
ed59f5fd-45d7-4682-a546-9b005fc34690,985515,fr-fr,416.00,,PLATINUM
ee2772e2-2201-44bc-8098-a011b38efbec,985514,fr-fr,621.00,,DIAMOND
ee2772e2-2201-44bc-8098-a011b38efbec,985513,fr-fr,582.00,,PLATINUM
ee2772e2-2201-44bc-8098-a011b38efbec,985512,fr-fr,455.00,,GOLD
efd039be-f4cc-4e58-9ba4-6aec0a690b50,985511,fr-fr,1159.00,,PLATINUM
efd039be-f4cc-4e58-9ba4-6aec0a690b50,985510,fr-fr,1207.00,,DIAMOND
efd039be-f4cc-4e58-9ba4-6aec0a690b50,985509,fr-fr,140.00,,GOLD
ee26206f-0dd5-488c-a6c1-682c710acf99,985508,fr-fr,621.00,,PLATINUM
ee26206f-0dd5-488c-a6c1-682c710acf99,985507,fr-fr,661.00,,DIAMOND
ee26206f-0dd5-488c-a6c1-682c710acf99,985506,fr-fr,120.00,,GOLD
ede51211-6ae7-4156-8961-6ea91648714f,985504,fr-fr,313.00,,DIAMOND
ede51211-6ae7-4156-8961-6ea91648714f,985503,fr-fr,326.00,,PLATINUM
ef8f5e79-38ba-40c9-8adf-da9154052df2,985502,fr-fr,966.00,,DIAMOND
ef8f5e79-38ba-40c9-8adf-da9154052df2,985501,fr-fr,228.00,,GOLD
ef8f5e79-38ba-40c9-8adf-da9154052df2,985500,fr-fr,916.00,,PLATINUM
ed2c9bc4-4ebd-4264-b8fe-a43a9f61beb3,985499,fr-fr,501.00,,PLATINUM
ed2c9bc4-4ebd-4264-b8fe-a43a9f61beb3,985498,fr-fr,150.00,,GOLD
ed2c9bc4-4ebd-4264-b8fe-a43a9f61beb3,985497,fr-fr,538.00,,DIAMOND
ef8e2eac-4642-457f-b6c9-7c12d7789ebb,985496,fr-fr,406.00,,DIAMOND
ef8e2eac-4642-457f-b6c9-7c12d7789ebb,985495,fr-fr,229.00,,GOLD
ef8e2eac-4642-457f-b6c9-7c12d7789ebb,985494,fr-fr,399.00,,PLATINUM
edb66cf6-3224-4292-8a73-8e06d211ac5c,985493,fr-fr,922.00,,PLATINUM
edb66cf6-3224-4292-8a73-8e06d211ac5c,985492,fr-fr,140.00,,GOLD
edb66cf6-3224-4292-8a73-8e06d211ac5c,985491,fr-fr,952.00,,DIAMOND
ef8cef3f-45c7-491c-ab6a-da4c50154278,985489,fr-fr,506.00,,DIAMOND
ef8cef3f-45c7-491c-ab6a-da4c50154278,985488,fr-fr,496.00,,PLATINUM
ecd293cb-8a63-4334-86d0-85a4122cd8a6,985487,fr-fr,605.00,,DIAMOND
ecd293cb-8a63-4334-86d0-85a4122cd8a6,985486,fr-fr,528.00,,PLATINUM
ecd293cb-8a63-4334-86d0-85a4122cd8a6,985485,fr-fr,120.00,,GOLD
eda1b78c-c117-48b9-9e79-016836862247,985484,fr-fr,150.00,,GOLD
eda1b78c-c117-48b9-9e79-016836862247,985483,fr-fr,707.00,,DIAMOND
eda1b78c-c117-48b9-9e79-016836862247,985482,fr-fr,685.00,,PLATINUM
ec0fc134-db42-4b51-b3fd-66b2a98cf00c,985481,fr-fr,428.00,,DIAMOND
ec0fc134-db42-4b51-b3fd-66b2a98cf00c,985480,fr-fr,516.00,,PLATINUM
ec0fc134-db42-4b51-b3fd-66b2a98cf00c,985479,fr-fr,350.00,,GOLD
ec08c0b3-1725-42d3-83e7-9705a757f47c,985478,fr-fr,479.00,,DIAMOND
ec08c0b3-1725-42d3-83e7-9705a757f47c,985476,fr-fr,442.00,,PLATINUM
ec97e99d-aa4e-4c62-bcad-fea7394d5389,985475,fr-fr,457.00,,DIAMOND
ec97e99d-aa4e-4c62-bcad-fea7394d5389,985474,fr-fr,409.00,,PLATINUM
ec97e99d-aa4e-4c62-bcad-fea7394d5389,985473,fr-fr,250.00,,GOLD
ebeb79e2-69c3-43f7-b485-50f712cf3d3f,985472,fr-fr,506.00,,PLATINUM
ebeb79e2-69c3-43f7-b485-50f712cf3d3f,985471,fr-fr,250.00,,GOLD
ebeb79e2-69c3-43f7-b485-50f712cf3d3f,985470,fr-fr,536.00,,DIAMOND
eaf1d558-0d09-4ff7-975b-29c653ac9c07,985469,fr-fr,331.00,,GOLD
eaf1d558-0d09-4ff7-975b-29c653ac9c07,985468,fr-fr,1061.00,,DIAMOND
eaf1d558-0d09-4ff7-975b-29c653ac9c07,985467,fr-fr,1052.00,,PLATINUM
eb658b30-2884-4e3e-841c-92a30ff7f804,985465,fr-fr,480.00,,DIAMOND
eb658b30-2884-4e3e-841c-92a30ff7f804,985464,fr-fr,444.00,,PLATINUM
eb3329b3-a4c4-4a65-af59-11b4049d2110,985463,fr-fr,270.00,,GOLD
eb3329b3-a4c4-4a65-af59-11b4049d2110,985462,fr-fr,341.00,,PLATINUM
eb3329b3-a4c4-4a65-af59-11b4049d2110,985461,fr-fr,381.00,,DIAMOND
eb07ef4b-ab19-4dfd-965e-b8c1ca88e684,985460,fr-fr,621.00,,DIAMOND
eb07ef4b-ab19-4dfd-965e-b8c1ca88e684,985459,fr-fr,120.00,,GOLD
eb07ef4b-ab19-4dfd-965e-b8c1ca88e684,985458,fr-fr,601.00,,PLATINUM
eaffb7c5-d722-4ff5-8292-9987669a99e1,985457,fr-fr,1508.00,,PLATINUM
eaffb7c5-d722-4ff5-8292-9987669a99e1,985456,fr-fr,140.00,,GOLD
eaffb7c5-d722-4ff5-8292-9987669a99e1,985455,fr-fr,1557.00,,DIAMOND
e9f85c39-7a3d-4c17-bbd2-1d108d229d42,985454,fr-fr,157.00,,GOLD
e9f85c39-7a3d-4c17-bbd2-1d108d229d42,985453,fr-fr,498.00,,PLATINUM
e9f85c39-7a3d-4c17-bbd2-1d108d229d42,985452,fr-fr,545.00,,DIAMOND
e844f49b-e20c-4293-a000-af54ab71e155,985451,fr-fr,300.00,,GOLD
e844f49b-e20c-4293-a000-af54ab71e155,985450,fr-fr,1158.00,,DIAMOND
e844f49b-e20c-4293-a000-af54ab71e155,985449,fr-fr,1109.00,,PLATINUM
e97d8bda-4e16-4e6f-91bb-44dfd566b70c,985448,fr-fr,677.00,,DIAMOND
e97d8bda-4e16-4e6f-91bb-44dfd566b70c,985447,fr-fr,350.00,,GOLD
e97d8bda-4e16-4e6f-91bb-44dfd566b70c,985446,fr-fr,663.00,,PLATINUM
e7b6d5f2-5c8a-4583-92c3-c037ebf5fd08,985445,fr-fr,498.00,,PLATINUM
e7b6d5f2-5c8a-4583-92c3-c037ebf5fd08,985444,fr-fr,548.00,,DIAMOND
e7b6d5f2-5c8a-4583-92c3-c037ebf5fd08,985443,fr-fr,209.00,,GOLD
e925e727-48f6-47fa-a0bd-f195771bf2ff,985442,fr-fr,540.00,,DIAMOND
e925e727-48f6-47fa-a0bd-f195771bf2ff,985441,fr-fr,154.00,,GOLD
